"","season","episode","scene","utterance","emotion"
"5721",2,24,4,7,"Peaceful"
"5722",2,24,4,8,"Scared"
"5723",2,24,4,9,"Peaceful"
"5724",2,24,4,10,"Joyful"
"5725",2,24,4,11,"Joyful"
"5726",2,24,4,12,"Joyful"
"5727",2,24,4,13,"Joyful"
"5728",2,24,4,14,"Scared"
"5729",2,24,4,15,"Joyful"
"5730",2,24,4,16,"Mad"
"5731",2,24,4,17,"Scared"
"5732",2,24,4,18,"Scared"
"5733",2,24,4,19,"Sad"
"5734",2,24,4,20,"Sad"
"5735",2,24,4,21,"Peaceful"
"5736",2,24,4,22,"Scared"
"5737",2,24,7,2,"Neutral"
"5738",2,24,7,3,"Neutral"
"5739",2,24,7,4,"Peaceful"
"5740",2,24,7,5,"Scared"
"5741",2,24,7,6,"Peaceful"
"5742",2,24,7,7,"Scared"
"5743",2,24,7,8,"Powerful"
"5744",2,24,7,9,"Neutral"
"5745",2,24,7,10,"Joyful"
"5746",2,24,7,11,"Neutral"
"5747",2,24,9,2,"Powerful"
"5748",2,24,9,3,"Powerful"
"5749",2,24,9,4,"Mad"
"5750",2,24,9,5,"Powerful"
"5751",2,24,9,6,"Mad"
"5752",2,24,9,7,"Peaceful"
"5753",2,24,9,8,"Sad"
"5754",2,24,9,9,"Sad"
"5755",2,24,9,10,"Powerful"
"5756",2,24,9,11,"Sad"
"5757",2,24,10,2,"Joyful"
"5758",2,24,10,3,"Neutral"
"5759",2,24,10,4,"Neutral"
"5760",2,24,10,5,"Joyful"
"5761",2,24,10,6,"Scared"
"5762",2,24,10,7,"Neutral"
"5763",2,24,10,8,"Neutral"
"5764",2,24,10,9,"Neutral"
"5765",2,24,10,10,"Neutral"
"5766",2,24,10,11,"Mad"
"5767",2,24,10,12,"Neutral"
"5768",2,24,10,13,"Scared"
"5769",2,24,10,14,"Joyful"
"5770",2,24,10,15,"Mad"
"5771",2,24,10,16,"Scared"
"5772",2,24,10,17,"Neutral"
"5773",2,24,10,18,"Peaceful"
"5774",2,24,10,19,"Neutral"
"5775",2,24,10,20,"Joyful"
"5776",2,24,10,21,"Joyful"
"5777",2,24,10,22,"Joyful"
"5778",2,24,11,2,"Neutral"
"5779",2,24,11,3,"Scared"
"5780",2,24,11,4,"Powerful"
"5781",2,24,11,5,"Joyful"
"5782",2,24,11,6,"Peaceful"
"5783",2,24,11,7,"Joyful"
"5784",2,24,11,8,"Peaceful"
"5785",2,24,11,9,"Mad"
"5786",2,24,11,10,"Scared"
"5787",2,24,11,11,"Mad"
"5788",2,24,11,12,"Peaceful"
"5789",2,24,11,13,"Peaceful"
"5790",2,24,11,14,"Peaceful"
"5791",2,24,12,2,"Scared"
"5792",2,24,12,3,"Peaceful"
"5793",2,24,12,4,"Joyful"
"5794",2,24,12,5,"Neutral"
"5795",2,24,12,6,"Peaceful"
"5796",2,24,12,7,"Joyful"
"5797",2,24,12,8,"Joyful"
"5798",2,24,12,9,"Joyful"
"5799",3,1,2,2,"Peaceful"
"5800",3,1,2,3,"Peaceful"
"5801",3,1,2,4,"Joyful"
"5802",3,1,2,5,"Neutral"
"5803",3,1,2,6,"Neutral"
"5804",3,1,2,8,"Joyful"
"5805",3,1,2,9,"Joyful"
"5806",3,1,2,10,"Joyful"
"5807",3,1,2,12,"Mad"
"5808",3,1,2,13,"Neutral"
"5809",3,1,2,14,"Neutral"
"5810",3,1,2,15,"Peaceful"
"5811",3,1,2,16,"Powerful"
"5812",3,1,3,2,"Neutral"
"5813",3,1,3,3,"Joyful"
"5814",3,1,3,4,"Scared"
"5815",3,1,3,5,"Joyful"
"5816",3,1,3,6,"Joyful"
"5817",3,1,3,7,"Peaceful"
"5818",3,1,3,8,"Peaceful"
"5819",3,1,3,9,"Sad"
"5820",3,1,3,10,"Joyful"
"5821",3,1,3,11,"Powerful"
"5822",3,1,3,12,"Joyful"
"5823",3,1,3,13,"Joyful"
"5824",3,1,3,14,"Neutral"
"5825",3,1,3,15,"Neutral"
"5826",3,1,3,16,"Joyful"
"5827",3,1,3,17,"Neutral"
"5828",3,1,3,18,"Neutral"
"5829",3,1,3,19,"Peaceful"
"5830",3,1,3,20,"Neutral"
"5831",3,1,3,21,"Peaceful"
"5832",3,1,4,2,"Scared"
"5833",3,1,4,3,"Scared"
"5834",3,1,4,4,"Scared"
"5835",3,1,4,5,"Neutral"
"5836",3,1,4,6,"Scared"
"5837",3,1,4,7,"Neutral"
"5838",3,1,4,8,"Sad"
"5839",3,1,4,9,"Neutral"
"5840",3,1,4,10,"Sad"
"5841",3,1,4,11,"Neutral"
"5842",3,1,4,12,"Sad"
"5843",3,1,4,13,"Neutral"
"5844",3,1,4,14,"Mad"
"5845",3,1,4,15,"Neutral"
"5846",3,1,4,16,"Joyful"
"5847",3,1,4,17,"Mad"
"5848",3,1,4,18,"Neutral"
"5849",3,1,4,19,"Joyful"
"5850",3,1,4,20,"Neutral"
"5851",3,1,4,21,"Neutral"
"5852",3,1,5,2,"Peaceful"
"5853",3,1,5,3,"Peaceful"
"5854",3,1,5,4,"Joyful"
"5855",3,1,5,5,"Sad"
"5856",3,1,5,6,"Peaceful"
"5857",3,1,5,7,"Neutral"
"5858",3,1,5,8,"Joyful"
"5859",3,1,5,9,"Sad"
"5860",3,1,5,10,"Sad"
"5861",3,1,5,11,"Neutral"
"5862",3,1,5,12,"Peaceful"
"5863",3,1,5,13,"Neutral"
"5864",3,1,5,14,"Joyful"
"5865",3,1,5,15,"Neutral"
"5866",3,1,5,16,"Joyful"
"5867",3,1,5,17,"Scared"
"5868",3,1,5,18,"Joyful"
"5869",3,1,5,19,"Scared"
"5870",3,1,5,20,"Neutral"
"5871",3,1,5,21,"Peaceful"
"5872",3,1,5,22,"Joyful"
"5873",3,1,5,23,"Joyful"
"5874",3,1,7,3,"Joyful"
"5875",3,1,7,4,"Joyful"
"5876",3,1,7,5,"Joyful"
"5877",3,1,7,6,"Mad"
"5878",3,1,7,7,"Joyful"
"5879",3,1,7,8,"Neutral"
"5880",3,1,7,9,"Neutral"
"5881",3,1,7,10,"Sad"
"5882",3,1,7,11,"Neutral"
"5883",3,1,7,12,"Mad"
"5884",3,1,7,13,"Mad"
"5885",3,1,7,14,"Neutral"
"5886",3,1,7,15,"Neutral"
"5887",3,1,7,16,"Peaceful"
"5888",3,1,7,17,"Mad"
"5889",3,1,7,18,"Neutral"
"5890",3,1,7,19,"Mad"
"5891",3,1,7,20,"Mad"
"5892",3,1,7,21,"Mad"
"5893",3,1,7,22,"Mad"
"5894",3,1,8,2,"Scared"
"5895",3,1,8,3,"Mad"
"5896",3,1,8,4,"Mad"
"5897",3,1,8,5,"Scared"
"5898",3,1,8,6,"Mad"
"5899",3,1,8,7,"Mad"
"5900",3,1,8,8,"Mad"
"5901",3,1,8,9,"Neutral"
"5902",3,1,8,10,"Mad"
"5903",3,1,8,11,"Neutral"
"5904",3,1,8,12,"Mad"
"5905",3,1,8,13,"Sad"
"5906",3,1,8,14,"Scared"
"5907",3,1,8,15,"Joyful"
"5908",3,1,8,16,"Neutral"
"5909",3,1,8,17,"Joyful"
"5910",3,1,8,18,"Scared"
"5911",3,1,9,2,"Powerful"
"5912",3,1,9,3,"Joyful"
"5913",3,1,9,4,"Scared"
"5914",3,1,9,5,"Powerful"
"5915",3,1,9,6,"Mad"
"5916",3,1,9,7,"Scared"
"5917",3,1,9,8,"Peaceful"
"5918",3,1,9,9,"Scared"
"5919",3,1,9,10,"Peaceful"
"5920",3,1,9,11,"Powerful"
"5921",3,1,9,12,"Peaceful"
"5922",3,1,9,13,"Powerful"
"5923",3,1,10,2,"Mad"
"5924",3,1,10,3,"Scared"
"5925",3,1,10,4,"Mad"
"5926",3,1,10,5,"Scared"
"5927",3,1,10,6,"Sad"
"5928",3,1,10,7,"Peaceful"
"5929",3,1,10,8,"Powerful"
"5930",3,1,10,9,"Joyful"
"5931",3,1,10,10,"Joyful"
"5932",3,1,10,11,"Powerful"
"5933",3,1,10,12,"Peaceful"
"5934",3,1,10,13,"Peaceful"
"5935",3,1,12,2,"Joyful"
"5936",3,1,12,3,"Joyful"
"5937",3,1,12,4,"Neutral"
"5938",3,1,12,5,"Joyful"
"5939",3,1,12,6,"Neutral"
"5940",3,1,12,7,"Peaceful"
"5941",3,1,12,8,"Joyful"
"5942",3,1,12,9,"Neutral"
"5943",3,1,12,10,"Sad"
"5944",3,1,12,11,"Peaceful"
"5945",3,1,12,12,"Joyful"
"5946",3,1,12,13,"Peaceful"
"5947",3,1,12,14,"Neutral"
"5948",3,1,12,15,"Neutral"
"5949",3,1,12,16,"Neutral"
"5950",3,1,12,17,"Scared"
"5951",3,1,12,18,"Neutral"
"5952",3,1,12,19,"Neutral"
"5953",3,1,12,20,"Joyful"
"5954",3,1,13,4,"Joyful"
"5955",3,1,13,5,"Peaceful"
"5956",3,1,13,6,"Neutral"
"5957",3,1,13,7,"Peaceful"
"5958",3,1,13,8,"Sad"
"5959",3,1,13,9,"Powerful"
"5960",3,1,13,10,"Scared"
"5961",3,1,13,11,"Neutral"
"5962",3,1,13,12,"Sad"
"5963",3,1,13,13,"Neutral"
"5964",3,1,13,14,"Peaceful"
"5965",3,1,13,15,"Powerful"
"5966",3,1,13,16,"Joyful"
"5967",3,1,13,17,"Sad"
"5968",3,1,13,18,"Neutral"
"5969",3,1,13,19,"Powerful"
"5970",3,1,13,20,"Neutral"
"5971",3,1,13,21,"Neutral"
"5972",3,1,13,22,"Neutral"
"5973",3,1,13,23,"Neutral"
"5974",3,1,13,24,"Joyful"
"5975",3,1,13,25,"Peaceful"
"5976",3,2,1,2,"Neutral"
"5977",3,2,1,3,"Joyful"
"5978",3,2,1,4,"Mad"
"5979",3,2,1,5,"Joyful"
"5980",3,2,1,6,"Joyful"
"5981",3,2,1,7,"Joyful"
"5982",3,2,1,8,"Scared"
"5983",3,2,1,9,"Mad"
"5984",3,2,1,10,"Mad"
"5985",3,2,1,11,"Powerful"
"5986",3,2,1,12,"Mad"
"5987",3,2,1,13,"Neutral"
"5988",3,2,1,14,"Joyful"
"5989",3,2,1,15,"Joyful"
"5990",3,2,1,16,"Joyful"
"5991",3,2,1,17,"Peaceful"
"5992",3,2,1,18,"Neutral"
"5993",3,2,1,19,"Mad"
"5994",3,2,1,20,"Mad"
"5995",3,2,1,21,"Neutral"
"5996",3,2,1,22,"Neutral"
"5997",3,2,1,23,"Joyful"
"5998",3,2,1,24,"Powerful"
"5999",3,2,1,25,"Neutral"
"6000",3,2,4,2,"Neutral"
"6001",3,2,4,3,"Joyful"
"6002",3,2,4,4,"Joyful"
"6003",3,2,4,5,"Neutral"
"6004",3,2,4,6,"Neutral"
"6005",3,2,4,7,"Mad"
"6006",3,2,4,8,"Powerful"
"6007",3,2,4,9,"Mad"
"6008",3,2,4,10,"Mad"
"6009",3,2,4,11,"Mad"
"6010",3,2,4,12,"Mad"
"6011",3,2,4,13,"Mad"
"6012",3,3,2,2,"Joyful"
"6013",3,3,2,3,"Neutral"
"6014",3,3,2,4,"Joyful"
"6015",3,3,2,5,"Neutral"
"6016",3,3,2,7,"Peaceful"
"6017",3,3,2,8,"Neutral"
"6018",3,3,2,9,"Scared"
"6019",3,3,2,10,"Sad"
"6020",3,3,2,11,"Joyful"
"6021",3,3,2,12,"Mad"
"6022",3,3,2,13,"Mad"
"6023",3,3,2,14,"Neutral"
"6024",3,3,2,15,"Joyful"
"6025",3,3,2,16,"Joyful"
"6026",3,3,2,17,"Mad"
"6027",3,3,2,18,"Joyful"
"6028",3,3,2,19,"Peaceful"
"6029",3,3,3,2,"Scared"
"6030",3,3,3,3,"Sad"
"6031",3,3,3,4,"Neutral"
"6032",3,3,3,5,"Sad"
"6033",3,3,3,6,"Neutral"
"6034",3,3,3,7,"Scared"
"6035",3,3,3,8,"Neutral"
"6036",3,3,3,9,"Powerful"
"6037",3,3,3,10,"Neutral"
"6038",3,3,3,11,"Sad"
"6039",3,3,3,12,"Neutral"
"6040",3,3,3,13,"Neutral"
"6041",3,3,3,14,"Peaceful"
"6042",3,3,3,15,"Scared"
"6043",3,3,3,16,"Neutral"
"6044",3,3,3,17,"Peaceful"
"6045",3,3,3,18,"Neutral"
"6046",3,3,3,19,"Joyful"
"6047",3,3,3,20,"Neutral"
"6048",3,3,3,21,"Sad"
"6049",3,3,7,2,"Neutral"
"6050",3,3,7,3,"Powerful"
"6051",3,3,7,4,"Joyful"
"6052",3,3,7,5,"Neutral"
"6053",3,3,7,6,"Sad"
"6054",3,3,7,7,"Sad"
"6055",3,3,7,8,"Scared"
"6056",3,3,7,9,"Powerful"
"6057",3,3,7,10,"Joyful"
"6058",3,3,7,11,"Peaceful"
"6059",3,3,7,12,"Joyful"
"6060",3,3,7,13,"Joyful"
"6061",3,3,7,14,"Mad"
"6062",3,3,7,15,"Sad"
"6063",3,3,7,16,"Powerful"
"6064",3,3,7,17,"Joyful"
"6065",3,3,9,2,"Scared"
"6066",3,3,9,3,"Scared"
"6067",3,3,9,4,"Joyful"
"6068",3,3,9,5,"Joyful"
"6069",3,3,9,6,"Neutral"
"6070",3,3,9,7,"Joyful"
"6071",3,3,10,2,"Scared"
"6072",3,3,10,3,"Joyful"
"6073",3,3,10,4,"Neutral"
"6074",3,3,10,5,"Peaceful"
"6075",3,3,10,6,"Scared"
"6076",3,3,10,7,"Joyful"
"6077",3,3,10,8,"Scared"
"6078",3,3,10,9,"Neutral"
"6079",3,3,10,10,"Sad"
"6080",3,3,10,11,"Joyful"
"6081",3,3,10,12,"Scared"
"6082",3,3,10,13,"Neutral"
"6083",3,3,12,2,"Sad"
"6084",3,3,12,3,"Neutral"
"6085",3,3,12,4,"Mad"
"6086",3,3,12,5,"Neutral"
"6087",3,3,12,6,"Joyful"
"6088",3,3,12,7,"Neutral"
"6089",3,3,12,8,"Scared"
"6090",3,3,12,9,"Neutral"
"6091",3,3,12,10,"Mad"
"6092",3,4,1,2,"Joyful"
"6093",3,4,1,3,"Joyful"
"6094",3,4,1,4,"Neutral"
"6095",3,4,1,5,"Sad"
"6096",3,4,1,6,"Powerful"
"6097",3,4,1,7,"Joyful"
"6098",3,4,1,8,"Neutral"
"6099",3,4,1,9,"Scared"
"6100",3,4,1,10,"Scared"
"6101",3,4,1,11,"Joyful"
"6102",3,4,1,12,"Neutral"
"6103",3,4,1,13,"Neutral"
"6104",3,4,1,14,"Powerful"
"6105",3,4,1,15,"Joyful"
"6106",3,4,4,2,"Neutral"
"6107",3,4,4,3,"Neutral"
"6108",3,4,4,4,"Joyful"
"6109",3,4,4,5,"Neutral"
"6110",3,4,4,6,"Joyful"
"6111",3,4,4,7,"Joyful"
"6112",3,4,4,8,"Joyful"
"6113",3,4,4,9,"Joyful"
"6114",3,4,4,10,"Joyful"
"6115",3,4,4,11,"Joyful"
"6116",3,4,4,12,"Joyful"
"6117",3,4,4,13,"Neutral"
"6118",3,4,4,14,"Neutral"
"6119",3,4,4,15,"Joyful"
"6120",3,4,4,16,"Scared"
"6121",3,4,4,17,"Scared"
"6122",3,4,5,2,"Neutral"
"6123",3,4,5,3,"Peaceful"
"6124",3,4,5,4,"Joyful"
"6125",3,4,5,5,"Peaceful"
"6126",3,4,5,6,"Neutral"
"6127",3,4,5,7,"Joyful"
"6128",3,4,5,8,"Joyful"
"6129",3,4,5,9,"Joyful"
"6130",3,4,5,10,"Neutral"
"6131",3,4,5,11,"Joyful"
"6132",3,4,5,12,"Joyful"
"6133",3,4,5,13,"Joyful"
"6134",3,4,5,14,"Neutral"
"6135",3,4,5,15,"Joyful"
"6136",3,4,5,16,"Scared"
"6137",3,4,5,17,"Sad"
"6138",3,4,6,2,"Neutral"
"6139",3,4,6,3,"Neutral"
"6140",3,4,6,4,"Neutral"
"6141",3,4,6,5,"Sad"
"6142",3,4,6,6,"Neutral"
"6143",3,4,6,7,"Peaceful"
"6144",3,4,6,8,"Neutral"
"6145",3,4,6,9,"Neutral"
"6146",3,4,6,10,"Neutral"
"6147",3,4,6,11,"Peaceful"
"6148",3,4,6,12,"Mad"
"6149",3,4,6,13,"Neutral"
"6150",3,4,6,14,"Powerful"
"6151",3,4,6,15,"Neutral"
"6152",3,4,6,16,"Joyful"
"6153",3,4,6,17,"Peaceful"
"6154",3,4,6,18,"Joyful"
"6155",3,4,6,19,"Powerful"
"6156",3,4,6,20,"Neutral"
"6157",3,4,6,21,"Peaceful"
"6158",3,4,6,22,"Neutral"
"6159",3,4,6,23,"Joyful"
"6160",3,4,6,24,"Neutral"
"6161",3,4,6,25,"Neutral"
"6162",3,4,6,26,"Neutral"
"6163",3,4,7,2,"Joyful"
"6164",3,4,7,3,"Joyful"
"6165",3,4,7,4,"Joyful"
"6166",3,4,7,5,"Powerful"
"6167",3,4,7,6,"Powerful"
"6168",3,4,7,7,"Sad"
"6169",3,4,7,8,"Joyful"
"6170",3,4,7,9,"Scared"
"6171",3,4,7,10,"Joyful"
"6172",3,4,7,11,"Neutral"
"6173",3,4,7,12,"Neutral"
"6174",3,4,7,13,"Peaceful"
"6175",3,4,7,14,"Sad"
"6176",3,4,7,15,"Sad"
"6177",3,4,7,16,"Sad"
"6178",3,4,7,17,"Sad"
"6179",3,4,7,18,"Peaceful"
"6180",3,4,7,19,"Sad"
"6181",3,4,7,20,"Sad"
"6182",3,4,7,21,"Sad"
"6183",3,4,7,22,"Powerful"
"6184",3,4,7,23,"Neutral"
"6185",3,4,7,24,"Joyful"
"6186",3,4,8,2,"Neutral"
"6187",3,4,8,3,"Joyful"
"6188",3,4,8,4,"Mad"
"6189",3,4,8,5,"Joyful"
"6190",3,4,8,6,"Sad"
"6191",3,4,8,7,"Scared"
"6192",3,4,8,8,"Scared"
"6193",3,4,8,9,"Scared"
"6194",3,4,8,10,"Mad"
"6195",3,4,8,11,"Neutral"
"6196",3,4,8,12,"Mad"
"6197",3,4,8,13,"Neutral"
"6198",3,4,8,14,"Neutral"
"6199",3,4,8,15,"Neutral"
"6200",3,4,8,16,"Mad"
"6201",3,4,8,17,"Peaceful"
"6202",3,4,8,18,"Mad"
"6203",3,4,8,19,"Neutral"
"6204",3,4,9,2,"Neutral"
"6205",3,4,9,3,"Neutral"
"6206",3,4,9,4,"Neutral"
"6207",3,4,9,5,"Sad"
"6208",3,4,9,6,"Neutral"
"6209",3,4,9,7,"Neutral"
"6210",3,4,9,8,"Neutral"
"6211",3,4,9,9,"Sad"
"6212",3,4,9,10,"Neutral"
"6213",3,4,9,11,"Sad"
"6214",3,4,9,12,"Sad"
"6215",3,4,9,13,"Neutral"
"6216",3,4,9,14,"Sad"
"6217",3,4,9,15,"Neutral"
"6218",3,4,9,16,"Sad"
"6219",3,4,9,17,"Neutral"
"6220",3,4,9,18,"Neutral"
"6221",3,4,9,19,"Neutral"
"6222",3,4,9,20,"Joyful"
"6223",3,4,9,21,"Joyful"
"6224",3,4,10,2,"Sad"
"6225",3,4,10,3,"Scared"
"6226",3,4,10,4,"Sad"
"6227",3,4,10,5,"Neutral"
"6228",3,4,10,6,"Peaceful"
"6229",3,4,10,8,"Scared"
"6230",3,4,10,9,"Scared"
"6231",3,4,10,10,"Scared"
"6232",3,4,10,11,"Neutral"
"6233",3,4,10,12,"Joyful"
"6234",3,4,10,13,"Powerful"
"6235",3,4,10,14,"Peaceful"
"6236",3,4,10,15,"Scared"
"6237",3,4,10,16,"Peaceful"
"6238",3,4,10,17,"Joyful"
"6239",3,4,10,18,"Sad"
"6240",3,4,11,2,"Mad"
"6241",3,4,11,3,"Powerful"
"6242",3,4,11,4,"Mad"
"6243",3,4,11,5,"Mad"
"6244",3,4,11,6,"Mad"
"6245",3,4,11,7,"Scared"
"6246",3,4,11,8,"Mad"
"6247",3,4,11,9,"Scared"
"6248",3,4,11,10,"Powerful"
"6249",3,4,11,11,"Mad"
"6250",3,4,11,12,"Powerful"
"6251",3,4,11,13,"Scared"
"6252",3,4,11,14,"Joyful"
"6253",3,4,11,15,"Powerful"
"6254",3,4,11,16,"Joyful"
"6255",3,4,11,17,"Scared"
"6256",3,4,11,18,"Powerful"
"6257",3,4,11,19,"Mad"
"6258",3,4,11,20,"Joyful"
"6259",3,4,11,21,"Scared"
"6260",3,4,11,22,"Joyful"
"6261",3,4,11,23,"Scared"
"6262",3,4,11,24,"Joyful"
"6263",3,5,1,2,"Joyful"
"6264",3,5,1,3,"Joyful"
"6265",3,5,1,4,"Joyful"
"6266",3,5,1,5,"Joyful"
"6267",3,5,1,6,"Joyful"
"6268",3,5,1,7,"Powerful"
"6269",3,5,1,8,"Joyful"
"6270",3,5,1,9,"Peaceful"
"6271",3,5,1,10,"Mad"
"6272",3,5,1,11,"Joyful"
"6273",3,5,1,13,"Joyful"
"6274",3,5,2,2,"Neutral"
"6275",3,5,2,3,"Joyful"
"6276",3,5,2,4,"Neutral"
"6277",3,5,2,5,"Neutral"
"6278",3,5,2,6,"Neutral"
"6279",3,5,2,7,"Neutral"
"6280",3,5,2,8,"Peaceful"
"6281",3,5,2,9,"Scared"
"6282",3,5,2,10,"Neutral"
"6283",3,5,4,2,"Neutral"
"6284",3,5,4,3,"Mad"
"6285",3,5,4,4,"Neutral"
"6286",3,5,4,5,"Mad"
"6287",3,5,4,6,"Neutral"
"6288",3,5,4,7,"Mad"
"6289",3,5,5,2,"Joyful"
"6290",3,5,5,3,"Neutral"
"6291",3,5,5,4,"Scared"
"6292",3,5,5,5,"Peaceful"
"6293",3,5,5,6,"Sad"
"6294",3,5,5,7,"Neutral"
"6295",3,5,5,8,"Mad"
"6296",3,5,5,9,"Powerful"
"6297",3,5,5,10,"Sad"
"6298",3,5,5,11,"Scared"
"6299",3,5,5,12,"Mad"
"6300",3,5,5,14,"Joyful"
"6301",3,5,5,15,"Joyful"
"6302",3,5,6,2,"Scared"
"6303",3,5,6,3,"Powerful"
"6304",3,5,6,4,"Joyful"
"6305",3,5,6,5,"Joyful"
"6306",3,5,6,6,"Neutral"
"6307",3,5,6,7,"Neutral"
"6308",3,5,6,8,"Neutral"
"6309",3,5,6,9,"Scared"
"6310",3,5,6,10,"Neutral"
"6311",3,5,6,11,"Neutral"
"6312",3,5,6,12,"Scared"
"6313",3,5,6,13,"Neutral"
"6314",3,5,6,14,"Joyful"
"6315",3,5,6,15,"Neutral"
"6316",3,5,7,2,"Joyful"
"6317",3,5,7,3,"Neutral"
"6318",3,5,7,4,"Joyful"
"6319",3,5,7,5,"Powerful"
"6320",3,5,7,6,"Powerful"
"6321",3,5,7,7,"Neutral"
"6322",3,5,7,8,"Peaceful"
"6323",3,5,7,9,"Joyful"
"6324",3,5,7,10,"Neutral"
"6325",3,5,7,11,"Peaceful"
"6326",3,5,7,12,"Joyful"
"6327",3,5,7,13,"Joyful"
"6328",3,5,7,14,"Neutral"
"6329",3,5,7,15,"Neutral"
"6330",3,5,7,16,"Powerful"
"6331",3,5,8,2,"Neutral"
"6332",3,5,8,3,"Neutral"
"6333",3,5,8,4,"Neutral"
"6334",3,5,8,5,"Joyful"
"6335",3,5,8,6,"Neutral"
"6336",3,5,8,7,"Neutral"
"6337",3,5,8,8,"Sad"
"6338",3,5,8,9,"Joyful"
"6339",3,5,8,10,"Joyful"
"6340",3,5,8,11,"Joyful"
"6341",3,5,8,12,"Joyful"
"6342",3,5,8,13,"Joyful"
"6343",3,5,9,2,"Neutral"
"6344",3,5,9,3,"Neutral"
"6345",3,5,9,4,"Peaceful"
"6346",3,5,9,5,"Sad"
"6347",3,5,9,6,"Peaceful"
"6348",3,5,9,7,"Neutral"
"6349",3,5,9,8,"Joyful"
"6350",3,5,9,9,"Peaceful"
"6351",3,5,9,10,"Joyful"
"6352",3,5,9,11,"Neutral"
"6353",3,5,9,12,"Joyful"
"6354",3,5,9,13,"Mad"
"6355",3,5,9,14,"Peaceful"
"6356",3,5,9,15,"Neutral"
"6357",3,5,9,16,"Neutral"
"6358",3,5,9,17,"Peaceful"
"6359",3,5,9,18,"Mad"
"6360",3,5,9,19,"Powerful"
"6361",3,5,9,20,"Powerful"
"6362",3,5,9,21,"Neutral"
"6363",3,5,9,22,"Powerful"
"6364",3,5,9,23,"Mad"
"6365",3,5,9,24,"Mad"
"6366",3,5,9,25,"Joyful"
"6367",3,5,10,2,"Joyful"
"6368",3,5,10,3,"Neutral"
"6369",3,5,10,4,"Neutral"
"6370",3,5,10,5,"Peaceful"
"6371",3,5,10,6,"Neutral"
"6372",3,5,10,7,"Joyful"
"6373",3,5,10,8,"Joyful"
"6374",3,5,10,9,"Joyful"
"6375",3,5,10,10,"Joyful"
"6376",3,5,10,11,"Joyful"
"6377",3,5,10,12,"Scared"
"6378",3,5,10,13,"Peaceful"
"6379",3,5,10,14,"Joyful"
"6380",3,5,11,2,"Scared"
"6381",3,5,11,3,"Powerful"
"6382",3,5,11,4,"Joyful"
"6383",3,5,11,5,"Peaceful"
"6384",3,5,11,6,"Joyful"
"6385",3,5,11,7,"Joyful"
"6386",3,5,11,8,"Joyful"
"6387",3,5,11,9,"Scared"
"6388",3,5,11,10,"Peaceful"
"6389",3,5,11,11,"Joyful"
"6390",3,5,11,12,"Peaceful"
"6391",3,5,11,13,"Sad"
"6392",3,5,11,14,"Peaceful"
"6393",3,5,13,2,"Joyful"
"6394",3,5,13,3,"Neutral"
"6395",3,5,13,4,"Neutral"
"6396",3,5,13,5,"Powerful"
"6397",3,5,13,6,"Mad"
"6398",3,5,13,7,"Powerful"
"6399",3,5,13,8,"Neutral"
"6400",3,5,13,9,"Mad"
"6401",3,5,13,10,"Mad"
"6402",3,5,13,11,"Mad"
"6403",3,5,13,12,"Powerful"
"6404",3,5,13,13,"Peaceful"
"6405",3,5,13,14,"Mad"
"6406",3,5,13,15,"Neutral"
"6407",3,5,13,16,"Joyful"
"6408",3,5,13,17,"Peaceful"
"6409",3,5,13,18,"Mad"
"6410",3,5,13,19,"Neutral"
"6411",3,5,13,20,"Neutral"
"6412",3,5,13,21,"Mad"
"6413",3,5,13,22,"Neutral"
"6414",3,5,15,2,"Neutral"
"6415",3,5,15,3,"Neutral"
"6416",3,5,15,4,"Powerful"
"6417",3,5,15,5,"Joyful"
"6418",3,5,15,6,"Powerful"
"6419",3,5,15,7,"Powerful"
"6420",3,5,15,9,"Powerful"
"6421",3,5,15,10,"Mad"
"6422",3,5,15,11,"Joyful"
"6423",3,6,1,2,"Neutral"
"6424",3,6,1,3,"Neutral"
"6425",3,6,1,4,"Scared"
"6426",3,6,1,5,"Powerful"
"6427",3,6,1,6,"Neutral"
"6428",3,6,1,7,"Mad"
"6429",3,6,1,8,"Joyful"
"6430",3,6,1,9,"Mad"
"6431",3,6,1,10,"Mad"
"6432",3,6,1,11,"Powerful"
"6433",3,6,1,12,"Neutral"
"6434",3,6,1,13,"Scared"
"6435",3,6,1,14,"Scared"
"6436",3,6,1,15,"Joyful"
"6437",3,6,3,2,"Neutral"
"6438",3,6,3,3,"Neutral"
"6439",3,6,3,4,"Joyful"
"6440",3,6,3,5,"Powerful"
"6441",3,6,3,6,"Joyful"
"6442",3,6,4,2,"Peaceful"
"6443",3,6,4,3,"Neutral"
"6444",3,6,4,4,"Scared"
"6445",3,6,4,5,"Peaceful"
"6446",3,6,4,6,"Scared"
"6447",3,6,4,7,"Peaceful"
"6448",3,6,7,2,"Scared"
"6449",3,6,7,3,"Joyful"
"6450",3,6,7,4,"Peaceful"
"6451",3,6,7,5,"Joyful"
"6452",3,6,7,6,"Scared"
"6453",3,6,7,7,"Neutral"
"6454",3,6,7,8,"Neutral"
"6455",3,6,7,10,"Scared"
"6456",3,6,7,11,"Mad"
"6457",3,6,7,12,"Mad"
"6458",3,6,7,13,"Mad"
"6459",3,6,7,14,"Mad"
"6460",3,6,7,16,"Scared"
"6461",3,6,7,17,"Peaceful"
"6462",3,6,7,18,"Peaceful"
"6463",3,6,7,19,"Powerful"
